出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/30,F1695,A0101003,1,1450
2024/01/30,F1695,A0101013,1,1950
2024/01/30,F1695,A0102005,1,1400
2024/01/30,F1695,A0108001,1,665
2024/01/30,F1695,C0199019,1,1590
2024/01/30,F1695,D0102009,1,1800
2024/01/30,F1695,D0103004,20,380
2024/01/30,F1695,D0199001,3,960
2024/01/30,F1695,D0199027,2,300
2024/01/30,F1695,D0601002,20,820
2024/01/30,F1695,D0601004,20,820
2024/01/30,F1695,D0699001,1,287
2024/01/30,F1695,D9999005,1,840
2024/01/30,F1695,H0104002,1,770
2024/01/30,F1695,I0203005,1,1400
2024/01/30,F1695,I0503006,1,400
2024/01/30,F1695,I0507004,1,200
2024/01/30,F1705,H0399001,1,105
2024/01/30,F1705,I0504003,1,300
2024/01/30,F1705,L0102002,2,300
2024/01/30,F1705,L0199008,2,3500
2024/01/30,F1705,L0201001,2,350
2024/01/30,F1705,M0101002,5,850
2024/01/30,F1740,A0101003,1,1500
2024/01/30,F1740,A0102005,1,1450
2024/01/30,F1740,B0199009,5,4950
2024/01/30,F1785,B0301026,1,585
2024/01/30,F1785,B0301027,8,3960
2024/01/30,F1785,G0103004,1,180
2024/01/30,F1785,I0507014,2,500
2024/01/30,F1788,J0499043,5,660
2024/01/30,F1788,J0499052,5,675
2024/01/30,F1788,R1108,0,0
2024/01/30,G1858,A0111002,20,18000
2024/01/30,G1858,A0111023,20,21000
2024/01/30,G1858,A0301012,60,7200
2024/01/30,G1858,B0199009,125,110000
2024/01/30,G1858,B0299004,1,953
2024/01/30,G1858,B0301071,48,11904
2024/01/30,G1858,B0401001,780,234000
2024/01/30,G1858,B1002001,18,1170
2024/01/30,G1858,C0104014,30,21000
2024/01/30,G1858,C0104028,18,20700
2024/01/30,G1858,C0107004,18,8622
2024/01/30,G1858,D0199020,20,3300
2024/01/30,G1858,D0603003,2,4580
2024/01/30,G1858,E0101002,20,2000
2024/01/30,G1858,E0102006,5,4000
2024/01/30,G1858,F0101003,5,2900
2024/01/30,G1858,F0101033,10,6500
2024/01/30,G1858,F0101049,300,120000
2024/01/30,G1858,F0101053,5,3155
2024/01/30,G1858,F0101061,10,7200
2024/01/30,G1858,F0301009,4,7854
2024/01/30,G1858,G0601018,3,13061
2024/01/30,G1858,G0601023,2,1940
2024/01/30,G1858,H0101031,12,6240
2024/01/30,G1858,H0401022,5,3700
2024/01/30,G1858,H0401026,1,275
2024/01/30,G1858,I0101004,6,2476
2024/01/30,G1858,I0101009,12,5208
2024/01/30,G1858,I0101015,6,3018
2024/01/30,G1858,I0102003,12,12000
2024/01/30,G1858,I0102005,1,1050
2024/01/30,G1858,I0199013,5,19000
2024/01/30,G1858,I0399007,6,2430
2024/01/30,G1858,I0399010,6,2430
2024/01/30,G1858,I0404007,18,4320
2024/01/30,G1858,I0404010,24,11280
2024/01/30,G1858,I0404016,18,9540
2024/01/30,G1858,I0404025,12,3840
2024/01/30,G1858,I0404031,120,16200
2024/01/30,G1858,I0404048,2,530
2024/01/30,G1858,I0404056,6,1920
2024/01/30,G1858,I0404058,2,480
2024/01/30,G1858,I0507002,100,21300
2024/01/30,G1858,I0507004,28,4620
2024/01/30,G1858,I0507007,60,10200
2024/01/30,G1858,I0507014,3,540
2024/01/30,G1858,I0599009,10,37500
2024/01/30,G1858,I0699002,24,19440
2024/01/30,G1858,J0101009,8,1560
2024/01/30,G1858,J0101018,8,3960
2024/01/30,G1858,J0302001,60,32236
2024/01/30,G1858,J0302002,3,312
2024/01/30,G1858,J0303002,10,5770
2024/01/30,G1858,J0399018,30,2700
2024/01/30,G1858,J0399033,20,1861
2024/01/30,G1858,J0399065,12,4524
2024/01/30,G1858,J0499027,22,4515
2024/01/30,G1858,J0499030,3,660
2024/01/30,G1858,J0499050,119,10115
2024/01/30,G1858,J0599005,30,6990
2024/01/30,G1858,J9999037,3,1710
2024/01/30,G1858,J9999046,180,75600
2024/01/30,G1858,K0101035,20,2225
2024/01/30,G1858,K0101044,1,271
2024/01/30,G1858,K0101047,3,2850
2024/01/30,G1858,K0101048,5,8000
2024/01/30,G1858,K0101060,24,3120
2024/01/30,G1858,K0101079,1,2800
2024/01/30,G1858,K0101138,40,23200
2024/01/30,G1858,K0101160,6,3000
2024/01/30,G1858,K0101162,12,6480
2024/01/30,G1858,K0101168,20,22000
2024/01/30,G1858,K0101211,3,366
2024/01/30,G1858,L0102003,120,20760
2024/01/30,G1858,L0102004,20,3460
2024/01/30,G1858,L0199008,4,5200
2024/01/30,G1858,L0299002,480,69600
2024/01/30,G1858,M0199010,150,8700
2024/01/30,G1858,N0101011,100,2500
2024/01/30,G1858,N0802005,40,11600
2024/01/30,G1858,R1100,2,7030
2024/01/30,G1943,C0199019,3,4050
2024/01/30,G1943,J0299014,18,4410
2024/01/30,K1197,J0499015,3,4350
2024/01/30,L1163,A0101082,1,4250
2024/01/30,L1163,I0299042,12,9060
2024/01/30,L1163,I0507002,33,8250
2024/01/30,L1222,A0101005,2,3600
2024/01/30,L1222,A0102001,2,2440
2024/01/30,L1222,A0102003,1,1460
2024/01/30,L1222,G0101015,6,3300
2024/01/30,L1222,G0602018,8,10000
2024/01/30,L1222,G0602060,5,7000
2024/01/30,L1222,I0503002,1,350
2024/01/30,L1222,M0101003,10,1730
2024/01/30,L1341,A0101007,1,1750
2024/01/30,L1341,R1100,1,95
2024/01/30,L1473,A0102009,9,12107
2024/01/30,L1559,C0199017,3,5340
2024/01/30,L1574,A0102009,1,1400
2024/01/30,L1574,D0101010,1,90
2024/01/30,L1574,D0101012,3,315
2024/01/30,L1574,D0102004,6,1080
2024/01/30,L1574,D9999002,2,260
2024/01/30,L1574,H0101011,2,660
2024/01/30,L1574,H0203009,1,240
2024/01/30,L1574,I0404007,6,1560
2024/01/30,L1574,I0404011,2,760
2024/01/30,L1574,I0404047,3,960
2024/01/30,L1574,I0503005,1,440
2024/01/30,L1574,I0507007,1,200
2024/01/30,L1574,L0102004,1,195
2024/01/30,L1574,R1111,0,0
2024/01/30,L1605,A0101001,2,3060
2024/01/30,L1605,A0111002,1,1100
2024/01/30,L1605,A0111023,1,1300
2024/01/30,L1605,D0101010,10,850
2024/01/30,L1605,G0101015,1,550
2024/01/30,L1605,H0101016,1,4200
2024/01/30,L1605,I0201005,1,2000
2024/01/30,L1605,M0101003,10,1600
2024/01/30,L1605,M0101012,8,2880
2024/01/30,L1605,R1111,0,0
2024/01/30,L1680,B0301027,6,2970
2024/01/30,L1680,B0401001,12,4320
2024/01/30,L1680,B0904001,1,400
2024/01/30,L1680,G0601018,1,4160
2024/01/30,L1680,I0404046,1,450
2024/01/30,L1680,M0101008,3,1365
2024/01/30,L1680,R1108,0,0
2024/01/30,L1685,B0199009,5,4950
2024/01/30,L1685,B0904001,1,400
2024/01/30,L1685,F0301010,1,370
2024/01/30,L1685,I0201002,1,250
2024/01/30,L1685,I0599002,1,372
2024/01/30,L1685,K0101035,1,155
2024/01/30,L1685,L0102003,1,195
2024/01/30,L1685,M0101002,1,170
2024/01/30,L1685,M0101009,1,455
2024/01/30,M1156,A0101001,80,100800
2024/01/30,M1156,A0101003,40,48000
2024/01/30,M1170,A0301012,1,150
2024/01/30,M1170,A0311001,1,400
2024/01/30,M1170,D9999002,1,130
2024/01/30,M1237,I0599036,1,120
2024/01/30,M1267,I0599037,18,2430
2024/01/30,M1275,I0599037,36,4860
2024/01/30,M1299,A0102009,9,12107
2024/01/30,M1310,C0107002,6,4140
2024/01/30,M1310,D0101009,20,1340
2024/01/30,M1310,D0101010,20,1340
2024/01/30,M1310,G0502002,12,9720
2024/01/30,M1310,J0101001,16,5840
2024/01/30,M1310,J0101010,16,5040
2024/01/30,M1310,J0302001,10,6650
2024/01/30,M1310,J0501001,4,3240
2024/01/30,M1310,J0599005,12,3240
2024/01/30,M1317,F0301010,10,3500
2024/01/30,M1392,A0102005,2,2900
2024/01/30,M1392,B0401001,8,2880
2024/01/30,M1392,I0404007,2,580
2024/01/30,M1392,I0404014,4,1400
2024/01/30,M1392,I0404016,2,1280
2024/01/30,M1405,A0102009,9,12107
2024/01/30,M1408,B0199009,10,8800
2024/01/30,M1447,H0305008,36,11520
2024/01/30,M1500,J0399033,25,4250
2024/01/30,M1529,B0104002,2,13600
2024/01/30,M1541,D0102009,1,1800
2024/01/30,M1541,R1100,1,95
2024/01/30,M1557,C0107004,1,580
2024/01/30,M1557,J0399029,1,650
2024/01/30,M1557,R1100,1,95
2024/01/30,M1567,J0101001,2,890
2024/01/30,M1567,R1100,1,95
2024/01/30,M1647,C0107002,6,5040
2024/01/30,M1647,K0101081,5,13800
2024/01/30,M1647,K0101202,20,5100
2024/01/30,M1661,B0199009,5,4550
2024/01/30,M1661,R1107,0,0
2024/01/30,M1669,I0101002,10,6000
2024/01/30,M1764,A0101001,1,1530
2024/01/30,M1764,A0101003,2,3000
2024/01/30,M1764,B0401001,24,8640
2024/01/30,M1764,G0502001,6,13200
2024/01/30,M1764,I0101003,4,18400
2024/01/30,M1774,J0499025,3,945
2024/01/30,M1774,R1108,0,0
2024/01/30,M1780,C0199019,4,6360
2024/01/30,M1811,A0102015,5,9500
2024/01/30,M1814,C0107002,1,840
2024/01/30,M1814,R1100,1,95
2024/01/30,N1107,D0102009,1,1800
2024/01/30,N1107,R1100,1,95
2024/01/30,N1204,G0601007,2,3200
2024/01/30,N1224,A0102009,6,8071
2024/01/30,O1101,I0299037,4,2200
2024/01/30,O1101,R1116,0,0
2024/01/30,O1103,L0201001,2,333
2024/01/30,O1103,R1111,0,0
2024/01/30,O1124,A0102007,6,9000
2024/01/30,O1272,A0102001,1,1370
2024/01/30,O1272,A0102003,1,1610
2024/01/30,O1272,F0301010,1,370
2024/01/30,O1288,A0107009,5,3100
2024/01/30,O1301,C0107001,2,1460
2024/01/30,O1301,D0101012,30,3150
2024/01/30,O1301,I0503006,1,400
2024/01/30,O1322,I0404035,6,1680
2024/01/30,O1322,R1109,0,0
2024/01/30,P1115,E0101001,2,3619
2024/01/30,P1186,A0101001,1,1530
2024/01/30,P1186,A0101003,1,1500
2024/01/30,P1186,R1100,2,190
2024/01/30,P1188,D9999026,96,7680
2024/01/30,P1188,E0301002,12,1800
2024/01/30,P1188,R1110,0,0
2024/01/30,P1205,G0601001,1,2000
2024/01/30,P1205,R1107,0,0
2024/01/30,P1212,A0301012,1,150
2024/01/30,P1212,A0311001,5,2000
2024/01/30,P1212,D0101009,1,90
2024/01/30,P1212,D9999002,2,260
2024/01/30,P1212,R1100,1,95
2024/01/30,Q1114,B0401001,24,8640
2024/01/30,Q1138,A0102009,2,2800
2024/01/30,Q1138,B0199009,10,9900
2024/01/30,Q1138,B0301011,2,640
2024/01/30,Q1138,D0103004,20,380
2024/01/30,Q1138,D0103009,5,190
2024/01/30,Q1138,D0199001,1,320
2024/01/30,Q1138,D9999002,2,260
2024/01/30,Q1138,I0299040,1,1050
2024/01/30,Q1138,J0699009,1,880
2024/01/30,Q1207,B0199009,5,4950
2024/01/30,Q1207,L0102003,1,195
2024/01/30,Q1207,M0401001,1,650
2024/01/30,R1103,A0102003,6,9660
2024/01/30,R1103,A0102009,2,2800
2024/01/30,R1103,I0299042,1,780
2024/01/30,T1305,C0104028,1,1450
2024/01/30,T1305,I0503006,1,400
2024/01/30,ZT234,K0101211,1,115
2024/01/30,ZT240,C0104029,1,290
2024/01/30,ZT240,G0603005,3,240
2024/01/30,ZT240,J0399080,1,120
2024/01/31,A1173,A0102001,1,1370
2024/01/31,A1173,A0102007,1,1550
2024/01/31,A1173,B0401001,4,1440
2024/01/31,A1173,G0502002,3,2850
2024/01/31,A1173,I0599023,1,3000
2024/01/31,A1173,I0599024,2,2360
2024/01/31,A1210,G0601007,2,2286
2024/01/31,A1210,G0602041,2,2200
2024/01/31,A1210,H0601010,1,3200
2024/01/31,A1210,I0404007,24,6240
2024/01/31,A1210,I0404011,2,590
2024/01/31,A1210,I0404014,3,840
2024/01/31,A1210,I0404016,20,11200
2024/01/31,A1210,I0404047,24,6000
2024/01/31,A1210,I0599024,2,2360
2024/01/31,B1210,I0203012,3,4500
2024/01/31,B1218,B0904001,24,8400
2024/01/31,B1218,I0203005,1,1400
2024/01/31,B1218,K0201014,30,9428
2024/01/31,B1223,H0399001,4,420
2024/01/31,B1223,I0404036,1,260
2024/01/31,B1223,N9901078,10,381
2024/01/31,B1223,N9901084,110,4190
2024/01/31,B1320,G0502001,1,2200
2024/01/31,B1320,I0101002,5,2900
2024/01/31,B1320,I0101008,2,1200
2024/01/31,B1320,N0101002,10,300
2024/01/31,B1320,N0101156,20,600
2024/01/31,B1320,N0101157,20,600
2024/01/31,B1322,L0201001,20,3334
2024/01/31,B1328,H0101009,1,360
2024/01/31,B1328,H0399023,1,95
2024/01/31,B1328,H0399045,1,300
2024/01/31,B1375,F0401033,1,2800
2024/01/31,B1375,I0404038,1,350
2024/01/31,B1400,H0401022,5,4000
2024/01/31,B1400,I0299040,2,2100
2024/01/31,B1400,K0101061,4,3420
2024/01/31,B1400,K0101079,1,3300
2024/01/31,B1446,A0102001,3,4110
2024/01/31,B1446,A0105004,12,1800
2024/01/31,B1446,D0401009,1,820
2024/01/31,B1446,D9999002,3,390
2024/01/31,B1446,G0502001,1,2200
2024/01/31,B1446,H0303002,3,163
2024/01/31,B1446,H0399045,4,840
2024/01/31,B1446,I0299005,2,550
2024/01/31,B1446,I0299040,2,2200
2024/01/31,B1446,I0404008,4,1640
2024/01/31,B1446,I0404011,6,2280
2024/01/31,B1446,I0404014,1,350
2024/01/31,B1446,I0404030,2,900
2024/01/31,B1446,I0404031,3,570
2024/01/31,B1446,I0404047,4,1280
2024/01/31,B1446,I0505003,2,800
2024/01/31,B1446,I0507004,3,600
2024/01/31,B1446,J0109015,2,533
2024/01/31,B1446,R1111,0,0
2024/01/31,B1517,B0401001,24,7920
2024/01/31,B1517,D0102009,1,1800
2024/01/31,B1517,I0404031,16,2320
2024/01/31,B1682,I0102004,3,7200
2024/01/31,B1690,B0401001,48,17280
2024/01/31,B1692,A0102009,3,4200
2024/01/31,B1692,G0502001,1,2200
2024/01/31,B1692,H0101035,2,2100
2024/01/31,B1709,A0101009,1,2050
2024/01/31,B1709,F0401033,1,2800
2024/01/31,B1709,I0404031,2,380
2024/01/31,B1709,R1111,0,0
2024/01/31,B1716,A0101007,2,3500
2024/01/31,B1758,B0401001,12,4114
2024/01/31,B1758,I0404011,4,1280
2024/01/31,B1758,I0404042,0,0
2024/01/31,B1758,I0502001,3,1020
2024/01/31,B1925,D0206002,1,1000
2024/01/31,B1925,J9999046,1,520
2024/01/31,B1925,J9999047,1,850
2024/01/31,B1925,R1100,1,95
2024/01/31,B1934,K0101187,1,2900
2024/01/31,B1977,A0102005,1,1298
2024/01/31,B1977,A0102009,7,8417
2024/01/31,B1977,A0306012,1,130
2024/01/31,B1977,C0104028,3,4350
2024/01/31,B1977,D0104002,40,1440
2024/01/31,B1977,H0301029,1,650
2024/01/31,B1977,J0201001,2,480
2024/01/31,B1977,L0102002,2,286
2024/01/31,B1977,M0101009,3,1329
2024/01/31,B2077,A0101007,1,1750
2024/01/31,B2077,B0401001,72,24480
2024/01/31,B2077,I0599018,1,370
2024/01/31,B2077,I0599019,1,500
2024/01/31,B2296,A0101001,2,3060
2024/01/31,B2296,A0101007,1,1750
2024/01/31,B2317,B0401001,60,19200
2024/01/31,B2317,I0599036,17,1700
2024/01/31,B2390,H0401025,10,3600
2024/01/31,B2390,J0499025,2,630
2024/01/31,B2390,J0499027,4,1260
2024/01/31,B2714,A0101005,-1,-1950
2024/01/31,B2754,D0101010,4,360
2024/01/31,B2754,G0502001,1,2200
2024/01/31,B2754,K0101138,6,4320
2024/01/31,B2857,C0199018,6,11160
2024/01/31,B3135,J0499015,2,2900
2024/01/31,B3173,A0102001,1,1370
2024/01/31,B3173,L0102003,6,1170
2024/01/31,B3173,M0401001,1,650
2024/01/31,B3305,B0401001,12,4320
2024/01/31,B3305,B0601002,3,630
2024/01/31,B3398,B0205001,2,1140
2024/01/31,B3398,B0301027,2,990
2024/01/31,B3398,B0401001,1,360
2024/01/31,B3398,D0206004,1,1100
2024/01/31,B3398,G0602018,1,1250
2024/01/31,B3398,H0101007,1,350
2024/01/31,B3398,H0104002,1,770
2024/01/31,B3405,A0102005,1,1450
2024/01/31,B3405,B0401001,12,4320
2024/01/31,B3405,I0699002,1,1000
2024/01/31,B3548,C0107002,6,4890
2024/01/31,B3548,H0305007,2,260
2024/01/31,B3548,J0599005,6,1920
2024/01/31,B3548,K0101061,8,6840
2024/01/31,B3548,K0101078,1,1650
2024/01/31,B3548,K0101079,1,3300
2024/01/31,B3580,B0401001,12,4320
2024/01/31,B3580,G0602018,1,1250
2024/01/31,B3601,A0202011,30,3300
2024/01/31,B3604,I0599042,4,1280
2024/01/31,B3604,R1100,1,95
2024/01/31,B3665,B0904001,2,800
2024/01/31,B3665,C0107004,6,3360
2024/01/31,B3665,J0499025,1,305
2024/01/31,B3665,J0599005,4,1280
2024/01/31,B3665,K0101078,1,1650
2024/01/31,B3807,A0101001,1,1460
2024/01/31,B3807,A0101003,9,12330
2024/01/31,B3807,A0105004,8,1160
2024/01/31,B3807,A0399049,3,684
2024/01/31,B3807,D0206001,1,1250
2024/01/31,B3807,I0699004,2,1100
2024/01/31,B3807,L0102003,2,390
2024/01/31,B4091,C0199021,3,6300
2024/01/31,B4224,K0101048,1,2100
2024/01/31,B4224,R1100,1,95
2024/01/31,B4254,A0102025,1,2350
2024/01/31,B4254,B0401001,12,4320
2024/01/31,B4254,D0199011,1,3000
2024/01/31,B4254,M0101012,1,360
2024/01/31,B4325,A0102005,1,1450
2024/01/31,B4325,D0601002,11,451
2024/01/31,B4325,D9999002,6,780
2024/01/31,B4325,I0599018,2,740
2024/01/31,B4351,D0103012,1,925
2024/01/31,B4351,J0699009,3,2640
2024/01/31,B4402,B0401001,36,10080
2024/01/31,B4402,G0602067,1,650
2024/01/31,B4404,C0199019,1,1590
2024/01/31,B4404,J0201001,3,720
2024/01/31,B4404,M0101011,2,800
2024/01/31,B4406,H0401022,5,4000
2024/01/31,B4406,J0303003,2,1130
2024/01/31,B4406,J0303004,2,1100
2024/01/31,B4428,E0102006,1,1100
2024/01/31,B4428,H0401018,1,500
2024/01/31,B4428,J0109012,1,286
2024/01/31,B4428,J0399033,1,175
2024/01/31,B4428,R1100,1,95
2024/01/31,B4443,B0401001,17,6120
2024/01/31,B4443,I0404040,1,550
2024/01/31,B4443,J0599005,1,330
2024/01/31,B4446,B0401001,"1,200",336000
2024/01/31,B4532,A0101007,1,1750
2024/01/31,B4532,G0601018,1,5200
2024/01/31,B4532,R1100,1,95
2024/01/31,B4566,B0401001,8,2880
2024/01/31,B4566,P9999013,1,100
2024/01/31,B4566,R1111,0,0
2024/01/31,B4570,B0401001,5,1800
2024/01/31,B4570,I0101002,1,600
2024/01/31,B4570,I0404058,1,320
2024/01/31,B4570,J0201012,1,290
2024/01/31,B4593,C0199021,4,8400
2024/01/31,B4638,A0101007,1,1750
2024/01/31,B4638,H0101024,4,1160
2024/01/31,B4638,H0102002,3,870
2024/01/31,B4638,H0104002,1,770
2024/01/31,B4638,H0105002,1,510
2024/01/31,B4638,H0109002,3,1350
2024/01/31,B4667,H0107006,6,2460
2024/01/31,B4747,H0305001,1,300
2024/01/31,B4780,A0101049,1,2350
2024/01/31,B4780,I0101014,1,650
2024/01/31,B4780,I0205002,1,735
2024/01/31,B4788,B0401001,12,4320
2024/01/31,B4788,D0199020,3,561
2024/01/31,B4788,I0399008,1,160
2024/01/31,B4844,A0314001,1,23
2024/01/31,B4844,B0401001,7,2520
2024/01/31,B4844,R1108,0,0
2024/01/31,B4853,B0401001,4,1680
2024/01/31,B4853,R1100,1,95
2024/01/31,B4956,A0102009,8,11000
2024/01/31,B4956,A0107001,5,3550
2024/01/31,B4956,D0103012,2,1850
2024/01/31,B4989,D0101009,4,360
2024/01/31,B4989,D0101010,7,630
2024/01/31,B4989,D0206001,1,1250
2024/01/31,B4989,G0103009,1,660
2024/01/31,B5022,A0101001,1,1530
2024/01/31,B5022,A0101009,1,2050
2024/01/31,B5022,R1110,0,0
2024/01/31,B5197,A0102005,2,2900
2024/01/31,B5197,B0401001,12,4320
2024/01/31,B5197,D0101010,2,180
2024/01/31,B5197,R1109,0,0
2024/01/31,B5198,I0599036,36,4457
2024/01/31,B5207,L0302004,1,2200
2024/01/31,B5207,R1107,0,0
2024/01/31,B5226,D0101009,3,255
2024/01/31,B5226,G0104007,4,1600
2024/01/31,B5226,J0201001,6,1320
2024/01/31,B5226,J0499015,4,4680
2024/01/31,B5226,J0499020,6,2616
2024/01/31,B5226,J0501001,4,3284
2024/01/31,B5229,B1002001,2,258
2024/01/31,B5229,F0101016,5,3550
2024/01/31,B5229,F0101033,5,3800
2024/01/31,B5229,G0601007,1,1600
2024/01/31,B5229,I0101004,1,520
2024/01/31,B5229,I0404040,2,1100
2024/01/31,B5229,I0599010,1,450
2024/01/31,B5249,B0401001,12,4320
2024/01/31,B5249,G0101015,1,550
2024/01/31,B5249,G0103010,1,650
2024/01/31,B5288,J0399019,2,800
2024/01/31,B5307,A0101001,1,1530
2024/01/31,B5307,D0401009,1,820
2024/01/31,B5307,J0604001,1,2250
2024/01/31,B5391,A0310001,1,1460
2024/01/31,B5391,B0401006,4,3000
2024/01/31,B5391,D0206002,3,3000
2024/01/31,B5391,H0107006,2,820
2024/01/31,B5391,H0601001,8,56000
2024/01/31,B5391,P9999055,750,750
2024/01/31,B5391,P9999056,400,600
2024/01/31,B5391,P9999063,54,648
2024/01/31,B5415,C0107001,2,1460
2024/01/31,B5415,C0107002,2,1680
2024/01/31,B5415,C0107004,2,1160
2024/01/31,B5416,B0401001,1,420
2024/01/31,B5416,B0501001,12,3360
2024/01/31,B5416,C0104028,1,1450
2024/01/31,B5416,D0201001,3,2850
2024/01/31,B5416,J0201001,8,1920
2024/01/31,B5416,K0101202,10,2550
2024/01/31,B5416,U0101018,60,900
2024/01/31,B5418,A0103001,2,4000
2024/01/31,B5418,H0201007,3,405
2024/01/31,B5466,A0102009,1,1400
2024/01/31,B5466,I0101002,1,600
2024/01/31,B5466,I0404007,6,1740
2024/01/31,B5466,J0699009,1,880
2024/01/31,B5466,K0201014,1,355
2024/01/31,B5466,L0203004,1,900
2024/01/31,B5498,B0301027,3,1485
2024/01/31,B5498,D0102009,1,1800
2024/01/31,B5498,G0602017,2,2800
2024/01/31,B5512,G0601021,2,3200
2024/01/31,B5538,A0101001,1,1530
2024/01/31,B5538,A0101003,1,1500
2024/01/31,B5555,B0203001,3,900
2024/01/31,B5555,D0199001,3,960
2024/01/31,B5555,F0301010,1,370
2024/01/31,B5555,G0601001,1,2000
2024/01/31,B5616,J0499058,0,0
2024/01/31,B5616,J0599005,2,640
2024/01/31,B5616,K0101202,56,12320
2024/01/31,B5650,C0199021,15,32250
2024/01/31,B5664,A0313006,4,740
2024/01/31,B5664,A0314011,5,250
2024/01/31,B5664,C0104028,1,1450
2024/01/31,B5664,C0199019,4,6360
2024/01/31,B5664,D0103012,1,925
2024/01/31,B5664,E0101007,5,850
2024/01/31,B5664,E0101013,4,800
2024/01/31,B5664,G0601003,1,1800
2024/01/31,B5664,H0109002,2,900
2024/01/31,B5664,H0301030,2,1260
2024/01/31,B5664,H0305006,3,540
2024/01/31,B5664,H0399045,1,210
2024/01/31,B5664,J0302001,5,3325
2024/01/31,B5664,J0399018,5,550
2024/01/31,B5664,J0499009,1,750
2024/01/31,B5664,J0599001,4,640
2024/01/31,B5664,J9999037,1,730
2024/01/31,B5664,K0101035,5,775
2024/01/31,B5664,K0201017,12,2616
2024/01/31,B5667,C0104028,3,4050
2024/01/31,B5678,H0107006,1,410
2024/01/31,B5706,A0301012,2,300
2024/01/31,B5706,I0507007,2,400
2024/01/31,B5706,J0109020,4,2600
2024/01/31,B5706,J0201008,3,795
2024/01/31,B5706,J0302001,2,1330
2024/01/31,B5706,J0399063,1,350
2024/01/31,B5706,K0101202,4,1020
2024/01/31,B5706,M0501205,7,6900
2024/01/31,B5706,M0501206,8,8100
2024/01/31,B5706,N0801005,2,150
2024/01/31,B5713,A0102003,2,3220
2024/01/31,B5713,A0108001,1,665
2024/01/31,B5713,C0107002,2,1600
2024/01/31,B5713,D9999010,1,2500
2024/01/31,B5713,E0101001,1,1900
2024/01/31,B5713,J0604001,1,2250
2024/01/31,B5713,L0102002,2,300
2024/01/31,B5734,A0101001,1,1530
2024/01/31,B5734,B0601002,1,210
2024/01/31,B5734,H0101009,5,1650
2024/01/31,B5734,H0301002,2,330
2024/01/31,B5734,L0102003,2,390
2024/01/31,B5752,B0401001,12,4320
2024/01/31,B5752,C0199019,1,1590
2024/01/31,B5752,D0101009,1,90
2024/01/31,B5752,D0101010,1,90
2024/01/31,B5752,D0199020,1,187
2024/01/31,B5776,A0101007,1,1750
2024/01/31,B5776,B0401001,24,8640
2024/01/31,B5776,N0801004,1,780
2024/01/31,B5799,A0102001,1,1370
2024/01/31,B5799,R1111,0,0
2024/01/31,B5811,J0499015,12,16800
2024/01/31,B5811,J0499023,24,9360
2024/01/31,B5811,J0499030,12,2760
2024/01/31,B5826,L0203004,6,5400
2024/01/31,B5878,K0101138,-1,-720
2024/01/31,B5878,K0101146,1,510
2024/01/31,B5878,R1107,0,0
2024/01/31,B5944,A0103001,1,2000
2024/01/31,B5944,R1100,1,95
2024/01/31,B5970,A0102001,1,1370
2024/01/31,B5970,I0203005,1,1400
2024/01/31,B5970,I0503002,1,350
2024/01/31,B5970,I0503006,1,400
2024/01/31,B5970,K0201167,1,355
2024/01/31,B5970,M0101008,2,910
2024/01/31,B5970,R1110,0,0
2024/01/31,B5977,C0104017,3,1943
2024/01/31,B5977,D0206001,1,1250
2024/01/31,B5977,D9999023,1,750
2024/01/31,B6000,C0199021,8,17200
2024/01/31,B6000,J9999047,3,2550
2024/01/31,B6016,L0103001,11,550
2024/01/31,B6016,R1116,0,0
2024/01/31,B6017,B0199014,1,290
2024/01/31,B6017,D0101009,13,1170
2024/01/31,B6017,I0404038,1,350
2024/01/31,B6017,I0404040,1,550
2024/01/31,B6017,I0699003,1,550
2024/01/31,B6023,P0109002,1,2190
2024/01/31,B6023,P0109008,2,1880
2024/01/31,B6038,J0501001,2,1920
2024/01/31,B6038,R1100,1,95
2024/01/31,C1267,A0101001,3,4590
2024/01/31,C1289,I0202002,3,1470
2024/01/31,C1289,I0599042,5,1600
2024/01/31,C1327,B0401001,2,720
2024/01/31,C1327,F0101042,5,3300
2024/01/31,C1327,I0404056,1,400
2024/01/31,C1336,B0401001,12,4320
2024/01/31,C1361,A0101003,12,18000
2024/01/31,C1361,I0101003,11,44000
2024/01/31,C1428,M0101001,240,69600
2024/01/31,C1436,D0102009,2,3600
2024/01/31,C1978,A0102005,4,5800
2024/01/31,C1978,B0401001,144,49372
2024/01/31,C1978,C0199019,3,4770
2024/01/31,C1978,D0102009,2,3420
2024/01/31,C1978,F0201018,1,1800
2024/01/31,C1978,I0399010,6,2700
2024/01/31,C1987,C0107001,1,730
2024/01/31,C1987,I0404038,2,700
2024/01/31,C1987,I0404044,1,290
2024/01/31,C1987,J0299014,1,295
2024/01/31,C1987,K0201097,1,250
2024/01/31,C1987,M0101009,2,910
2024/01/31,C1987,M0199011,5,315
2024/01/31,C2237,A0101007,6,10500
2024/01/31,C2237,D0102009,5,9000
2024/01/31,C2241,A0102003,2,3220
2024/01/31,C2241,A0102009,2,2800
2024/01/31,C2241,G0101015,1,550
2024/01/31,C2241,M0101003,6,1038
2024/01/31,C2241,N1301002,1,3300
2024/01/31,C2305,D0101009,70,5950
