客戶代號 | Customer Code,客戶簡稱 | Customer Short Name,統一編號 | Tax ID | gst_number,業務員 | Salesperson,業務助理名稱 | Sales Assistant Name,客戶(集團)分級 | Customer Grade,通路別 | Channel Type,型態別 | Business Type,地區別 | Geographical distinction,送貨地址 | Shipping Address,TEL_NO(一) | mobile,TEL_NO(二) | company_phone,交易條件 | Payment Terms,最近交易 | last_transaction_at,歇業日期 | Business Closure Date,指定庫別名稱 | designated_warehouse_name
M1600,福來趣啃-高雄鳳山店(貨到匯款),83065149,苗實,,C級客戶,餐廳,小吃,高雄市,高雄市鳳山區濱山街55巷4號-送貨時間10:30-13:30 與16:00後(匯款//發票另寄發票地址),0926-860893,,貨到收款,20220623,,
M1601,旭集-義享店(饗賓),79955280,陳錄弦,張瑋玲,S級客戶,餐廳,Buffet自助餐,高雄市,804058高雄市鼓山區大順一路115號7樓,07-5587766,02-87800656公司,月結30天-30日收款,20260311,,
M1602,開飯-義享店(饗賓),79955280,陳錄弦,,S級客戶,餐廳,中式餐廳,高雄市,804058高雄市鼓山區大順一路115號7樓,07-5580088店,02-87800656公司,月結30天-30日收款,,,
M1603,饗泰多-義享店(饗賓),79955280,陳錄弦,,S級客戶,餐廳,泰式料理,高雄市,804058高雄市鼓山區大順一路115號7樓,07-5586006店,02-87800656公司,月結30天-30日收款,,,
M1604,合懋賣場(鼎玫),86906638,苗實,,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,高雄市左營區自由四路239號(週六、日休)-營業8:00-22:00,07-3598380,,月結30天,20210325,,
M1605,高雄朕豪酒店-一般品,53577707,苗實,林思婷,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市鼓山區龍德新路222號(寄送B2驗收區),07-5599111,採購:林小姐#66009,月結30天,20251126,,
M1606,原燒-高雄中山(宇城),80431683,苗實,,C級客戶,日式餐飲,燒肉店,高雄市,高雄市苓雅區中山二路410號 (原燒-高雄中山),07-3322058,,月結30天,,,
M1607,木曙商行,85503762,苗實,,C級客戶,飲品咖啡店,飲料店,高雄市,高雄市橋頭區建樹路51號,0975-652767顏's,,貨到收款,20220531,,
M1608,樹德科技大學,87900886,苗實,,C級客戶,公家/教學單位,學校,高雄市,高雄市燕巢區橫山路59號-餐旅與烘焙管理系,0938-008086林'r,,貨到收款,20210323,,
M1609,壽司郎-高雄義享天地店 (22號店),52929520,蕭育豐,,P級客戶,日式餐飲,壽司店,高雄市,高雄市鼓山區大順一路115號5樓(A館),07-5585996,02-27367010 總公司,月結30天,20230208,,
M1610,楠梓高中,98770740,苗實,林思婷,C級客戶,公家/教學單位,學校,高雄市,高雄市楠梓區清豐路19號-可放警衛室,0932-733880,,貨到收款,20250612,,
M1611,(停用改M212)艾樂比手作烘焙坊-高雄,83580551,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鹽埕區建國四路101號,0935-696977,,貨到收款,20251008,20260115,
M1612,榕點,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市新興區尚文街11巷1號(週三休)-營業16:00-22:00,0972-921679,,貨到收款,20240711,,
M1613,Alen,87785372,苗實,林思婷,C級客戶,餐廳,餐酒館/酒吧,高雄市,高雄市岡山區公園東路50號(國定假日、週一二休)-收貨:12:00~16:00,0975-663778,,貨到收款,20260120,,
M1614,搖滾披薩-高雄鹽埕店,54760822,林文哲,張瑋玲,S級客戶,餐廳,披薩店,高雄市,高雄市鹽埕區五福四路96號 (粉寄貨要套外袋),07-5333252,,月結30天(不秀金額),20260310,,
M1615,Luigi路易奇- 格禮氏牛排,83155747,蕭育豐,,C級客戶,餐廳,鐵板燒,高雄市,80148高雄市前金區五福三路57號8樓(大立A館) （11:30後送貨）,07-2515800,0987-666838,月結30天(不秀金額),20230824,,
M1616,Q MAKER烘焙教室(停用),88042878,苗實,,C級客戶,公家/教學單位,烘焙教室,高雄市,高雄市新興區八德二路70號-營業9:00~18:00,07-2852070鄭'r,0915-088277,貨到收款,20230919,,
M1617,Runa cafe,59260109,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市苓雅區林泉街78號2樓-營業:09:00-17:00(收貨:下午1點後),0918-105237,07-7228504,貨到收款,20210506,,
M1618,郁軒,,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市岡山區大仁南路165巷23弄9號-營業:9:00-18:00,0981-887983,,貨到收款,,,
M1619,A Life麵包工坊,82680390,蔡宛庭,林思婷,P級客戶,烘焙業,西式麵包店,高雄市,高雄市鳥松區龍華南街66號-10點後可收貨,0919-810590,,月結30天,20260317,,
M1620,中山高級工商職業學校,85504002,苗實,,C級客戶,公家/教學單位,學校,高雄市,高雄市大寮區正氣路79號,0933-626138謝老師,,貨到收款,20210604,,
M1621,宇城-和牛涮(高雄博愛),80431683,苗實,,C級客戶,日式餐飲,日式鍋物,高雄市,高雄市左營區博愛二路682號-和牛涮(高雄博愛主廚收),07-5508038,,月結30天,20220126,,
M1622,莯甜點工作室,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鼓山區文信路316號4樓之一-營業:9:00-20:00,0981-906536,,貨到收款,20240201,,
M1623,Car緊來雞蛋糕(停用),,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市鳳山區中和街167號,0911-966032,,貨到收款,20241021,,
M1624,餅乾屋洋果子,83479627,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市大寮區永芳里萬丹路367號-營業:09:00-18:00*六日休,07-7830519,,貨到收款,20230721,,
M1625,Jason甜點店,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鳳山區三商街18號,0901-435140,,貨到收款,20210629,,
M1626,Medium&Co,45138584,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市左營區文上路38號-收貨11:00~21:00,0933-645666,07-3455862,貨到收款,20221019,,
M1627,慢工手作坊,85543075,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市岡山區前鋒路48號(收貨時間：09:00-21:00）（周日公休）,0955-667889,,貨到收款,20250103,,
M1628,Rene cuisine,29024966,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市苓雅區青年一路64號-收貨8:00~18:00,07-2266968,0921-522408,貨到收款,20240715,,
M1629,溫度科技,83205394,苗實,,C級客戶,製造商,代工廠,高雄市,高雄市大社區旗楠路80巷205號(週六日休)-收貨:9:00-18:00,07-3533214,0922-786864,貨到收款,20210719,,
M1630,菓然烘焙有限公司,90951228,林琬茹,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市三民區建國二路171號3樓-收貨9:00-18:00,0976-919707,07-236-9725,貨到收款,20260126,,
M1631,田洋壽司,,苗實,林思婷,C級客戶,日式餐飲,壽司店,高雄市,高雄市小港區孔鳳路357號(收貨時間：9：00-14：00）,0956-858828,,貨到收款,20250417,,
M1632,三木森,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鳥松區松埔北巷3-3號,0958-370099,,貨到收款,20240502,,
M1633,高野創意有限公司,82929414,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市前鎮區英明一路73巷9-1號-到貨前電聯,0931-813096,,貨到收款,20220310,,
M1634,匯日青有限公司,83364505,苗實,,C級客戶,烘焙業,個人工作室,高雄市,高雄市前鎮區英明一路73巷9-1號-到貨前電聯,0931-813096,,貨到收款,20220124,,
M1635,AMIA 覓芽,,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市新興區青年一路130號(週二三休)-收貨:13:00-16:00,07-2232157,0970-395371,貨到收款,20221006,,
M1636,品屋蛋糕(金犁食品),28349403,苗實,,C級客戶,製造商,代工廠,高雄市,高雄市仁武區鳳仁路324號之1號(週六日休)-收貨:08:00~17:00,07-3713377,0915-893572,貨到收款,20210730,,
M1637,(停用)佰市和甜點工作室,88006351,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區新上里保靖街５８號３樓（右手邊有電梯）,07-5509793,963328798,貨到收款,20240617,,
M1638,(停用改M1709)和生nama,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市鼓山區華豐街21號,0930-350612,,貨到收款,20220117,,
M1639,倉熊手作甜點,87989811,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市左營區新上里德威街54號1樓(週一休)- 下午到貨,0983-058083,,貨到收款,20250924,,
M1640,一饅頭店-前鎮,41269923,苗實,林思婷,C級客戶,烘焙業,中式麵點,高雄市,高雄市前鎮區鄭和路51號(週日休),0972-905935,07-75369855,貨到收款,20260121,,
M1641,大口心心-高雄鳥松,91450481,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市仁武區澄德路83號,0919-920267,,月結30天,20260225,,
M1642,(停用ShorelineCoffee&R,,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市旗津區中洲巷140-3號(收貨時間9-21）,0913-272606,,貨到收款,20230912,,
M1643,元榆牧場,59549004,苗實,林思婷,C級客戶,製造商,鮮食廠,高雄市,高雄市彌陀區國校路12號,07-6196976,,月結30天,20260312,,
M1644,燦和食品,83456976,蔡宛庭,林思婷,P級客戶,製造商,代工廠,高雄市,高雄市路竹區中山路1455號 *務必按照效期出貨*,07-6962555#120,,月結30天,20260304,,
M1645,木木江,91004259,苗實,,C級客戶,製造商,代工廠,高雄市,高雄市三民區灣興街39巷9號(無休)-收貨:8:30~17:30,0905-138553,07-3826556,貨到收款,20221028,,
M1646,高雄洲際酒店-好客餐廳,23222010,苗實,,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市前鎮區新光路33號（收貨時間9-13）週六日休,07-339-1888,07-339-2111,貨到收款,20230531,,
M1647,萬象餐飲-承店,88043258,蔡宛庭,林思婷,PF級客戶,日式餐飲,和食餐廳,高雄市,高雄市前鎮區中華五路806號(週一、二公休),07-3323123,,月結30天,20260310,,
M1648,候食手作商行,,苗實,林思婷,C級客戶,烘焙業,西式甜點店,高雄市,高雄市前鎮區育群街266巷5號對面(店鋪的後門，較好下貨),0988-170827,0921-817967 其他,貨到收款,20260107,,
M1649,小黃窩窩,59332531,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市三民區明哲路24號一樓(週二三休)-收貨:8:00-19:00,0988-165864,,貨到收款,,,
M1650,媞娜喜樂烘焙坊,85508801,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市仁武區大智路8號(週六日休)- 收貨:09:00-17:00,0973-930938,,貨到收款,20211008,,
M1651,綠皮箱糕點,87949543,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市楠梓區土庫二路52號(收貨時間：10-19）,0932-314253,,貨到收款,20220818,,
M1652,茶之魔手,28409773,林文哲,,P級客戶,飲品咖啡店,飲料店,高雄市,高雄市左營區洲仔北街71號(週日休)-收貨:09:00-17:00,0928-396620,,貨到收款,20211029,,
M1653,喫茶mumei,88012728,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市三民區熱河一街450巷41號(週一二休)-收貨:12:00後,0929-005652,,貨到收款,20211105,,
M1654,珈藏商行,,苗實,林思婷,C級客戶,烘焙業,伴手禮,高雄市,高雄市鳳山區瑞隆東路238號,0939-100520,,貨到收款,20250522,,
M1655,順億鮪魚總公司,24507540,苗實,,C級客戶,日式餐飲,壽司店,高雄市,高雄市前鎮區漁港南一路39號(週六日休),07-8110085,,貨到收款,20211102,,
M1656,燒肉Like-高雄夢時代,83769359,蕭育豐,朱佩珊,A級客戶,日式餐飲,燒肉店,高雄市,高雄市前鎮區中華五路789號7F-收貨:10:00-16:00,02-25811712,02-25811711#16會計,月結30天,20251202,,
M1657,汎桌,82837230,苗實,,C級客戶,公家/教學單位,烘焙教室,高雄市,高雄市鳳山區文衡路451號2樓(週一休)-收貨:10:00~18:00,0960-439674,07-7776315,貨到收款,20220706,,
M1658,澄嶧咖啡,,苗實,,C級客戶,烘焙業,西式甜點店,高雄市,高雄市楠梓區惠民路38號-收貨:9:00後,0931-720370,07-3639303,貨到收款,20211124,,
M1659,TST(素人烘培坊),,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市苓雅區廣東一街115號-收貨:08:00-19:00，周四公休,0981-200928,07-7230770,貨到收款,20260319,,
M1660,穀日新生活,90523872,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市大樹區九曲路5巷32弄3號(週日休)-收貨:09:00-18-00,07-6520872,,貨到收款,20220121,,
M1661,日樹烘焙坊,82688816,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區陽明路201號,07-3927700,,月結30天,20260316,,
M1662,(停用)吉拉德可可咖啡館,91059583,苗實,,C級客戶,飲品咖啡店,咖啡店,高雄市,高雄市三民區建國三路2-2號1樓,0989-854794,,貨到收款,20211222,,
M1663,嵜本SAKImoto-高雄(5店),85002351,陳柏皓,,PF級客戶,烘焙業,西式麵包店,高雄市,高雄市鼓山區美術東二路600號1樓-收貨:10:00~13:00,07-5551569,02-27731333總公司,月結45天,20240809,,
M1664,穀藝烘焙,85478412,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區延吉街63巷13號-周一三五可收貨，周二四六日店休,0972-099648,07-3983860,貨到收款,20260209,,
M1665,路易奇別樓,83155731,蕭育豐,,C級客戶,日式餐飲,燒肉店,高雄市,高雄市前金區五福三路57號B1(週六日休)-下午到貨,07-2510002,02-25000926 會計,月結30天(不秀金額),,,
M1666,爭鮮-高雄廠,97286918,深川真紀,張瑋玲,P級客戶,日式餐飲,壽司店,高雄市,高雄市岡山區協榮路19號*新址-收貨:每日上午7:00-11:30  下午13:00-15:30,07-6260080,0978-793733程'r,月結30天,20250506,,
M1667,白日夢,,苗實,林思婷,C級客戶,烘焙業,個人工作室,高雄市,高雄市楠梓區建楠路120巷25號,0928-752950,,貨到收款,20250814,,
M1668,NY貝果-Now & Then,16139402,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市鹽埕區大義街2之3號C9-19倉庫-平日營業10:00-21:00，假日10:00-18:00,02-23751769#312,07-5316999,月結30天,20220124,,
M1669,高雄洲際酒店,91097496,苗實,林思婷,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市前鎮區新光路33號B1驗收室（收貨時間9-13）,07-339-1888,07-339-2111,月結60天,20260319,,
M1670,娓娓道來(總),,苗實,賴姿君,C級客戶,烘焙業,個人工作室,高雄市,台南市北區育成路190號-營業08:00~18:00,0971-200759,,貨到收款,20260302,,
M1671,Ramen Ichi,82751134,苗實,,C級客戶,日式餐飲,拉麵店,高雄市,高雄市前金區成功一路298號(週一休)-收貨: 14:00~17:00,0910-897606,07-2218883,貨到收款,20240202,,
M1672,君璽實業,90692567,苗實,林思婷,C級客戶,烘焙業,個人工作室,高雄市,高雄市鳥松區山腳路246巷18號(警衛室收)-週六日休,0953-099717,,貨到收款,20250416,,
M1673,薩瑪法國小館,88065457,苗實,,C級客戶,餐廳,西式餐廳,高雄市,高雄市三民區正氣街14號-收貨:14:00-17:00(二三店休),0966-723750,,貨到收款,20230522,,
M1674,貳樓烤行,91510495,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市大社區大社路502號H棟-收貨:週一~五 09:00~17:00*週日休,0911-150707,,貨到收款,20240708,,
M1675,明日拉麵,,苗實,林思婷,C級客戶,日式餐飲,拉麵店,高雄市,高雄市鼓山區博愛二路351號13樓-下午14:00前,0930-021282,,貨到收款,20260302,,
M1676,大匠作日式御膳便當,81179103,苗實,,C級客戶,餐廳,中式餐廳,高雄市,高雄市岡山區中山北路33號-收貨:09:00-13:30*16:00-19:30(六日店休),07-6232138,0915-152363,貨到收款,20230913,,
M1677,Now&Then 駁二店,91540478,苗實,林思婷,C級客戶,餐廳,早午餐,高雄市,高雄市鹽埕區大義街2之3號C9之19倉庫-收貨:10:00-15:00,07-5316999,02-27512588盧s,月結30天,20250401,,
M1678,(停用)聯上-文龍2022,91538183,苗實,,C級客戶,飯店業,星級/觀光飯店,高雄市,高雄市鳳山區文龍路20號-收貨:11:00~20:00,0927-008469,採購賴意涵#741,月結30天,20220712,,
M1679,正修幼兒園,69795525,苗實,,C級客戶,公家/教學單位,學校,高雄市,高雄市鳥松區澄清路840號(正修幼兒園) 週六日休 -收貨: 9:00~17:00,0976-552898,,貨到收款,20220114,,
M1680,(停用)方師傅中央,24509028,林文哲,,P級客戶,烘焙業,西式麵包店,高雄市,高雄縣鳳山市輜汽北一路1號,07-7151999,,貨到收款,20221114,,
M1681,世昌 (協乘),86063572,苗實,林思婷,C級客戶,業內合作夥伴/經銷商,盤商,高雄市,高雄市前鎮區擴建路1-33號5樓,07-8111587,,月結45天,20260309,,
M1682,李嘉樂,,苗實,,C級客戶,烘焙業,個人工作室,高雄市,82048高雄市岡山區通校路62巷38號,07-6271048,,貨到收款,,,
M1683,La One-博愛,29186672,蔡宛庭,林思婷,P級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區博愛一路380號1樓-收貨:9:00-16:00(無休),07-3228864,,月結30天,20260317,,
M1684,烘焙小天地,,潘彥甫,林思婷,C級客戶,通路與零售商,烘焙材料行,高雄市,高雄市仁武區仁怡街101號【溢收$645下次扣抵】,0929-197606,,貨到收款,20260316,,
M1685,胡甲園,,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,80052高雄市新興區中正三路68之4號,07-2387959,,貨到收款,,,
M1686,純發麵包店,75345456,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,80042高雄市新興區林森一路49號,07-2318083,,貨到收款,20230417,,
M1687,胖寶寶日式烘焙坊(無統編),,苗實,林思婷,C級客戶,烘焙業,西式麵包店,高雄市,80275高雄市苓雅區四維一路37號,07-7276080,0913-056137,貨到收款,20251007,,
M1688,永莉麵包(無統編),,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,83133高雄市大寮區大寮路開封街1號,07-7276080,,貨到收款,,,
M1689,Japon點心坊,36917625,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,高雄市三民區天祥一路151號,07-3509888,,貨到收款,20240104,,
M1690,日耀食品,53899117,苗實,,C級客戶,製造商,代工廠,高雄市,806042高雄市前鎮區佛中路3號1樓,07-8310033,,貨到收款,,,
M1691,中華麵包,,苗實,,C級客戶,烘焙業,西式麵包店,高雄市,813013高雄市左營區左營大路636號,07-5583398,,貨到收款,,,
M1692,家福-鼎山,22662550,張皓茹,林吟姿,S級客戶,通路與零售商,量販店,高雄市,高雄市三民區大順二路849號,07-3945588,,月結60天,20250602,,
M1693,家福-大順,22662550,張皓茹,,S級客戶,通路與零售商,量販店,高雄市,高雄市苓雅區大順三路117巷1號,07-2224088,,月結60天,,,
M1694,家福-十全,22662550,張皓茹,,S級客戶,通路與零售商,量販店,高雄市,高雄市三民區十全一路109號,07-3121671*823,,月結60天,,,
M1695,家福-愛河,22662550,張皓茹,林吟姿,S級客戶,通路與零售商,量販店,高雄市,803高雄市鹽埕區河東路356號,07-2725066*629,,月結60天,20250502,,
